Big Swede Swedish-Style Imperial Stout,Viking Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
2nd Street Amber,Grumpy Troll Restaurant and Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Imperial Stout,Sand Creek Brewing Company,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Pale Ale,Bent River Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Scottish Ale,Carlyle Brewing,United States,British Ale,Scotch Ale,Hoppy and bitter,Chicken
Salmon Tail Pale Ale,Duneland Brewhouse Pub and Restaurant,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Poplar Porter,Northwoods Brewpub Grill,United States,Irish Ale,Porter,Dark and roasty,Burgers
Red,Rail House Restaurant and Brewpub,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Griesendiech Pilsner,O'Fallon Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Colony Oatmeal Stout,Millstream Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Kayak Klsch,Lake Superior Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Coffee Ale,Great Dane Pub and Brewing #2,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Foxy Brown,Great Dane Pub and Brewing #2,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
God Jul - Winter Ale,Det Kompromisslse Bryggeri A/S,Norway,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Augsburger Dark,Stevens Point Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Augsburger Golden,Stevens Point Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Left Hand Milk Stout,Left Hand Brewing Company,United States,British Ale,Sweet Stout,Dark and roasty,Vegetables
Gritstone Premium Ale,Niagara Falls Brewing,Canada,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Het Kapittel Pater,Brouwerij Van Eecke,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bock,Stevens Point Brewery,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Special Amber,Sprecher Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Luna Stout,Green Bay Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Malteser Weissbier,Stuttgarter Hofbru,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Krusen Naturtrb,Brauhaus Faust,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Original Badebier / Original Bathbeer Monastery Fun,Klosterbrauerei Neuzelle,Germany,German Lager,German-Style Schwarzbier,Dark and roasty,Vegetables
Export Premium,Licher Privatbrauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Doppelbock Dunkel,Andechser Klosterbrauerei,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Brown Ale,Det Kompromisslse Bryggeri A/S,Norway,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Urthel Novicius Vertus,De Leyerth Brouwerijen,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Urthel Tonicum Finiboldhus,De Leyerth Brouwerijen,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Double Hop Premium Ale,Frederic Robinson Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial Stout,Det Kompromisslse Bryggeri A/S,Norway,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Porter,Det Kompromisslse Bryggeri A/S,Norway,Irish Ale,Porter,Dark and roasty,Burgers
Wittekerke,Brouwerij Bavik - De Brabandere,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Capital Fest Beer,Capital Brewery,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Mestreechs Aajt,Gulpener Bierbrouwerij,Netherlands,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bee Sting Honey Ale,Great Divide Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Yorkshire Terrier Premium Cask Bitter,York Brewery,England,British Ale,Classic English-Style Pale Ale,Varies,Cheese
The Iron Tankard,Terrapin Beer Company,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Classic Oatmeal Stout,Gray Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
A. LeCoq Imperial Extra Double Stout 2000,Harvey & Son (Lewes),United Kingdom,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Oatmeal Stout,Goose Island Beer Company - Fulton Street,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Genuine Irish Stout,Beamish & Crawford,Ireland,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Liefmans Kriekbier,Brouwerij Liefmans,Belgium,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Amber Lager,Stevens Point Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pub Ale Draught,Boddington's Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Mile Rock Amber Ale,Harbor City Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
John Courage Amber,Courage Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Fuggles IPA,Shipyard Brewing - Portland,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
PranQster Belgian Ale,North Coast Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Coniston Bluebird Bitter,WH Brakspear & Sons,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Saison,Titletown Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Imperial IPA,Titletown Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
St.Pauli Girl Special Dark,Brauerei Beck,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
St.Pauli Girl Beer,Brauerei Beck,Germany,North American Lager,American-Style Lager,Clean and crisp,Pasta
Beer,Brauerei Beck,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oktoberfestbier / Oktoberfest Ur-Mrzen,Spaten-Franziskaner-Bru,Germany,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Third Coast Ale,Kalamazoo Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Manifesto Pale Ale,Fifty Fifty Brewing Co.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Dark,Brauerei Beck,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Ale,Bass Brewers,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Harvest Ale 2000,JW Lees and Co (Brewers) Ltd.,United Kingdom,British Ale,Old Ale,Hoppy and bitter,Chicken
Racer 5 IPA,Bear Republic Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Old Stock Ale 2001,North Coast Brewing Company,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Beer Line 2000,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bigfoot 1998,Sierra Nevada Brewing Co.,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Big Bear Black Stout,Bear Republic Brewery,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Tripel Crown,Middle Ages Brewing,United States,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Monkfish Tripel,Fish Brewing Company & Fish Tail Brewpub,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Hooky,Hook Norton Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Best Bitter,Hook Norton Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Generation,Hook Norton Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Prize Old Ale,George Gale & Company,United Kingdom,British Ale,Old Ale,Hoppy and bitter,Chicken
Meister Pilsener,Martini-Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Weissbier Dunkel,Martini-Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Kasseler Premium Pils,Martini-Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Weissbier Hell,Martini-Brauerei,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Angel Ale,Federation Brewery,United Kingdom,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Northumbrian Brown Ale,Federation Brewery,United Kingdom,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Luxus Pils,Htt-Brauerei Bettenhuser,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Maifest,Millstream Brewing,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Porter,Browar Zywiec,Poland,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Hitachino Nest White Ale,Kiuchi Shuzou Goushi Kaisya,Japan,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Devil,Wychwood Brewery,United Kingdom,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Scarecrow Ale,Wychwood Brewery,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Tom Barley Wine,Frederic Robinson Ltd.,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Hitachino Nest Sweet Stout,Kiuchi Shuzou Goushi Kaisya,Japan,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Southern Blonde,Diamond Bear Brewing Co.,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Gouden Carolus No l,Brouwerij Het Anker,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Urthel Hibernius Quentum Ale,De Leyerth Brouwerijen,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Vintage Ale 1999,Fuller Smith & Turner PBC,United Kingdom,British Ale,Old Ale,Hoppy and bitter,Chicken
Abbaye de Saint-Martin Blonde,Brasserie de Brunehaut,Belgium,Belgian and French Ale,Belgian-Style Pale Strong Ale,Hoppy and bitter,Chicken
Ertvelds Wit,Brouwerij Van Steenberge,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Jeffrey Hudson Bitter,Oakham Ales,United Kingdom,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Scratch Barleywine 1996,Great Dane Pub and Brewing #1,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cattail Ale,Lakefront Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Helles Bock,Green Bay Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Premium Ale,Lake Louie Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Pilsener,Radeberger Exportbierbrauerei,Germany,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Schlafly Klsch,Saint Louis Brewery / Schlafy Tap Room,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Cinq Cents (White),Brasserie de l'Abbaye de Scourmont (Trappistes),Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
SunRye,Redhook Ale Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Weiss Beer,Crescent City Brewhouse,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Black Forest,Crescent City Brewhouse,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Steam,Crescent City Brewhouse,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Red Stallion,Crescent City Brewhouse,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pilsner,Crescent City Brewhouse,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Wych Stout,Wychwood Brewery,United Kingdom,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Abby Road Belgian Ale,Zea Rotisserie and Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
"Ginger-\slap\"" Spiced Ale""",Zea Rotisserie and Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Z.P.A. India Pale Ale,Zea Rotisserie and Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Ponchartrain Porter,Zea Rotisserie and Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Category 5 Strong Ale,Zea Rotisserie and Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Lager,Zea Rotisserie and Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Clearview Light,Zea Rotisserie and Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Alt,Privatbrauerei Frankenheim,Germany,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Knig Ludwig Weissbier Hell,Knig Ludwig Schlobrauerei Kaltenberg,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Malt Mac Winter Ale,McCashin's Brewery & Malthouse,New Zealand,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pale Ale,City Brewing Company LLC,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Reinaert Flemish Wild Ale,De Proef Brouwerij,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Goat Toppler Mai Bock,Rock Bottom Restaurant & Brewery - Chicago,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
ESB,Harpoon Brewery - Windsor,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Winter Porter,City Brewing Company LLC,United States,Irish Ale,Porter,Dark and roasty,Burgers
White Bire,Stevens Point Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Stite Golden Pilsner,Cold Spring Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Cream City Pale Ale,Lakefront Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Swede Saw Red Ale,Logjam Microbrewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Lager,Logjam Microbrewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Bower City Pale Ale,Gray Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Dr. Hops Pale Ale,Idaho Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dr. Hops Amber Ale,Idaho Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Czech Mate Pilsner,Titletown Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Bak,Dreher Srgyrak Zrt.,Hungary,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Pale Ale,Ithaca Beer Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Original Berliner Weisse,Berliner-Kindl-Schultheiss-Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Lager,Binding Brauerei AG,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Premium Pils,Hasserder Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Ratskeller,Gilde Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pale Ale,Det Kompromisslse Bryggeri A/S,Norway,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Kapuziner Kristall-Weizen,Kulmbacher Brauerei AG,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Kapuziner Weibier,Kulmbacher Brauerei AG,Germany,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
